Compound_ID,Protein_ID,Label
DB09237,P22695,0
DB09462,P09211,1
DB02910,Q05513,0
DB03824,P11086,1
DB08701,Q92947,0
DB01956,P48169,1
DB00726,Q9NSA2,0
DB00942,P11229,1
DB01841,P19571,1
DB01616,Q9UL54,0
DB01887,P03366,1
DB01346,Q9Y5R8,0
DB07652,Q9UBT6,1
DB07358,Q9Y2H1,0
DB04147,P02689,1
DB07208,P62736,0
DB03801,P14489,1
DB04062,O07732,0
DB00160,P49588,1
DB02938,P33260,0
DB03133,P11217,1
DB03541,Q9X0P2,0
DB04786,P41231,1
DB04422,Q14749,0
DB02175,O07015,1
DB11740,Q8NMG3,0
DB07587,P25774,1
DB08775,P41145,0
DB05434,P10145,1
DB00937,P0A805,0
DB01429,P0DP25,1
DB00838,P0A9J8,0
DB02379,P46926,1
DB03049,Q9GZT4,0
DB07657,P04054,1
DB02943,O95865,0
DB00232,P22748,1
DB07744,Q9BZV3,0
DB11274,P21918,1
DB08597,Q9ZIV5,0
DB00708,P41145,1
DB02345,P01619,0
DB01695,P60174,1
DB07103,O95865,0
DB04764,Q15661,1
DB03512,P06988,0
DB14517,P05023,1
DB01083,P03007,0
DB09118,P18505,1
DB02279,P47205,0
DB03448,P34096,1
DB03466,P0A9J8,0
DB01004,P03176,1
DB03666,Q9P0Z9,0
DB01131,P00374,1
DB08464,Q9WYE2,0
DB00777,P35348,1
DB04191,P0A6I8,0
DB00568,P14416,1
DB09095,Q96L34,0
DB02266,P42330,1
DB00197,P43700,0
DB04141,P31040,1
DB08995,P00778,0
DB00308,Q9H252,1
DB00306,Q13285,0
DB09194,P28335,1
DB01392,P17169,0
DB02505,P46925,1
DB07305,Q96LB9,0
DB00404,P47870,1
DB07862,P0A6H7,0
DB01186,P28335,1
DB04715,P33247,0
DB04216,P16152,1
DB09183,P12271,0
DB03814,P45314,1
DB04770,P80372,0
DB05022,Q02880,1
DB13166,Q81EW9,0
DB01110,O15554,1
DB03571,P11498,0
DB09212,P35354,1
DB02097,P23434,0
DB01397,P23219,1
DB01891,P62508,0
DB14185,P35348,1
DB08662,Q460N3,0
DB01328,P0AD65,1
DB04894,Q15031,0
DB00661,Q12809,1
DB14639,P13674,0
DB08061,P00734,1
DB06733,P29274,0
DB00334,P20309,1
DB00454,O67854,0
DB07220,P24941,1
DB00818,P0A112,0
DB00596,P04150,1
DB02783,P17802,0
DB02700,P06971,1
DB03608,Q94655,0
DB02015,Q8I814,1
DB08153,Q16513,0
DB08466,P09960,1
DB08250,O94903,0
DB07780,P01116,1
DB08128,P54455,0
DB00151,P17174,1
DB02041,Q82EE4,0
DB00661,O60840,1
DB01238,O14646,0
DB12141,Q8WXA8,1
DB05513,P0C0F4,0
DB03010,P68366,1
DB08355,P60723,0
DB08800,P35367,1
DB03401,Q9GZT9,0
DB02595,P0AGC3,1
DB01078,P25774,0
DB04954,P30542,1
DB07183,Q07817,0
DB00404,P78334,1
DB08960,O14936,0
DB00403,P32238,1
DB03801,F5HCU8,0
DB09091,P04150,1
DB02182,P04049,0
DB06637,P17658,1
DB00805,P98170,0
DB02977,P18031,1
DB01069,O15923,0
DB04254,P07900,1
DB00189,Q14872,0
DB00980,P49286,1
DB07002,P15309,0
DB00568,P08172,1
DB00813,Q9Y698,0
DB05434,P09038,1
DB03757,P23827,0
DB01174,P43681,1
DB04212,P21912,0
DB00174,Q15758,1
DB08427,Q6P996,0
DB05232,Q9NY46,1
DB02477,O67040,0
DB14533,P49908,1
DB06274,Q00080,0
DB00344,P23975,1
DB11397,Q13003,0
DB01267,P08908,1
DB03909,P28065,0
DB02434,P95468,1
DB07022,P9WPS1,0
DB03461,Q56694,1
DB00361,P39621,0
DB06579,Q8N1C3,1
DB01890,P96113,0
DB01968,P43683,1
DB03327,P19992,0
DB03190,P59676,1
DB08731,P41052,0
DB07379,Q01043,1
DB06695,Q8TD30,0
DB12010,P19525,1
DB04254,P56690,0
DB07931,P03372,1
DB08414,Q9C098,0
DB01403,P35348,1
DB12334,P21430,0
DB08503,P11217,1
DB03798,Q9H3Y6,0
DB01965,P06968,1
DB02574,P17584,0
DB09283,O76083,1
DB06922,P11226,0
DB00715,P11229,1
DB06989,Q15303,0
DB00358,P29274,1
DB00123,P00749,0
DB01388,Q13936,1
DB07518,Q81EE4,0
DB01873,Q13748,1
DB00151,P48068,0
DB01558,O14764,1
DB00960,P16066,0
DB03897,O67636,1
DB08280,Q8NEV4,0
DB00363,P08172,1
DB04006,Q8TED1,0
DB00753,Q8N1C3,1
DB01429,O00591,0
DB01861,P04547,1
DB09462,Q9H228,0
DB04322,P11586,1
DB03935,P34995,0
DB00872,P37288,1
DB07271,Q16602,0
DB01038,P21728,1
DB04047,O76083,0
DB03640,P62593,1
DB05767,Q9Y230,0
DB08149,P61925,1
DB00168,O95180,0
DB00114,Q5JAM2,1
DB03942,P23526,0
DB14481,P28676,1
DB04326,Q9NPB1,0
DB06246,O00408,1
DB06152,P35913,0
DB00543,P18505,1
DB08359,P17812,0
DB07175,P56817,1
DB00693,Q969I3,0
DB13872,P14867,1
DB01184,Q7SID9,0
DB11348,Q9ULB1,1
DB01705,Q6MZM0,0
DB00114,Q9GZT4,1
DB07616,Q12874,0
DB07897,P00734,1
DB08369,Q06432,0
DB03232,P0A8X2,1
DB07023,O14649,0
DB12695,P06576,1
DB02770,P14621,0
DB03758,Q15120,1
DB00589,O34714,0
DB07392,P07173,1
DB07369,Q8RJN8,0
DB03592,P9WND1,1
DB02766,P00803,0
DB07849,P09211,1
DB01084,P39126,0
DB03075,P0A820,1
DB02113,Q8RJN8,0
DB01186,P35462,1
DB07773,O60285,0
DB01200,P28222,1
DB01236,P18858,0
DB01159,P59768,1
DB09143,P34995,0
DB01009,P35354,1
DB08451,P25924,0
DB12010,Q9UEW8,1
DB07762,P02655,0
DB02413,Q04095,1
DB08420,P46663,0
DB05255,P41180,1
DB04142,Q6N063,0
DB06712,Q08289,1
DB07832,Q14289,0
DB03708,Q5SKH7,1
DB02919,Q92830,0
DB02659,Q96RI1,1
DB01805,O75438,0
DB01987,P27696,1
DB06140,P48664,0
DB14034,P37231,1
DB08371,P23905,0
DB00624,P10275,1
DB07639,Q08881,0
DB06864,P29208,1
DB07568,P02787,0
DB03361,P27696,1
DB01807,O60858,0
DB04465,Q02834,1
DB02321,O60264,0
DB04209,P31224,1
DB04798,O60942,0
DB07771,P01116,1
DB06082,P33038,0
DB07553,Q70I53,1
DB03699,Q9NNW7,0
DB04578,P27487,1
DB08697,P22055,0
DB06153,P11229,1
DB01298,Q14995,0
DB00268,P18825,1
DB01184,P18505,0
DB06156,P23975,1
DB07471,P50607,0
DB12565,Q13547,1
DB07502,Q01718,0
DB03608,P0A0N4,1
DB02034,P04626,0
DB04141,O14949,1
DB06246,P02748,0
DB07598,P42262,1
DB03679,Q14032,0
DB02824,P34896,1
DB07422,Q8I2Z8,0
DB03940,Q27743,1
DB07876,P03915,0
DB04456,P08690,1
DB03193,P06310,0
DB00628,P31644,1
DB07972,P32947,0
DB08600,P03366,1
DB00577,P11166,0
DB09130,P08185,1
DB00226,Q12791,0
DB04799,P07919,1
DB00389,P0A6H7,0
DB03092,P04745,1
DB04890,P19424,0
DB02491,P21802,1
DB02481,P13009,0
DB01016,P50416,1
DB14517,P11349,0
DB07189,P78536,1
DB07435,P41595,0
DB06809,P61073,1
DB03955,Q6N063,0
DB09371,P04278,1
DB04306,Q99759,0
DB00408,P46098,1
DB08618,P21918,0
DB12141,Q13639,1
DB01415,P48167,0
DB03817,P12488,1
DB02684,Q9UGM1,0
DB03329,P07858,1
DB01169,P37088,0
DB00475,P47870,1
DB00665,P24462,0
DB00755,Q9NR63,1
DB04530,P61888,0
DB02260,P13716,1
DB03482,P62753,0
DB02746,P06401,1
DB02197,P71278,0
DB11148,P78508,1
DB07235,Q9UJX1,0
DB00172,Q96EM0,1
DB04623,P24183,0
DB06408,P49902,1
DB04136,Q8VUS8,0
DB09061,P23415,1
DB08047,P62241,0
DB00363,P09211,1
DB01156,Q86VB7,0
DB07477,P07711,1
DB03210,P41007,0
DB03575,Q99720,1
DB01700,Q83P33,0
DB00716,Q9Y271,1
DB07423,Q9H853,0
DB01896,P00811,1
DB01619,O14920,0
DB14487,P49908,1
DB08685,Q92772,0
DB07246,P14780,1
DB00361,P11444,0
DB00172,P32322,1
DB06702,Q9P2R7,0
DB01142,P35348,1
DB01026,Q05940,0
DB09130,P31942,1
DB06268,P44469,0
DB02728,P14174,1
DB07586,Q16831,0
DB00523,P13631,1
DB03623,P29395,0
DB14501,Q9NZD4,1
DB04317,P25924,0
DB01136,P35348,1
DB02527,P11310,0
DB04066,Q9X2W8,1
DB06263,O34002,0
DB01147,Q51504,1
DB00367,Q5UPJ7,0
DB04315,P10114,1
DB03997,Q9BVG9,0
DB01267,P08913,1
DB00206,P26602,0
DB00570,Q9UJT0,1
DB07250,P33121,0
DB01720,P26662,1
DB08280,O75838,0
DB12731,P43490,1
DB08758,P05451,0
DB04552,P51800,1
DB02581,O67648,0
DB01962,P10721,1
DB07230,P44886,0
DB00799,P28702,1
DB01736,P83797,0
DB02900,P11717,1
DB07592,P55011,0
DB00127,P08588,1
DB07100,P21673,0
DB03773,P30920,1
DB09093,P15474,0
DB05492,P35367,1
DB00206,P33815,0
DB09332,P08709,1
DB03367,P0A017,0
DB04447,P65389,1
DB06347,P00778,0
DB04119,Q9UQM7,1
DB00919,P02708,0
DB08839,P46098,1
DB04866,P21631,0
DB00431,O75311,1
DB00395,P43235,0
DB03558,P0A884,1
DB08865,P30049,0
DB14033,P0AC13,1
DB04248,Q5SIR5,0
DB00421,P04278,1
DB00763,O60493,0
DB02411,P03369,1
DB04287,Q9Y6R4,0
DB04631,P0AC44,1
DB04650,Q9UGI5,0
DB02899,P41021,1
DB08776,P9WFF5,0
DB14542,P14060,1
DB01665,Q99808,0
DB04163,P22906,1
DB03690,P00811,0
DB02379,O82839,1
DB07143,P0AE67,0
DB08513,P28482,1
DB07877,P63462,0
DB01367,P10415,1
DB11672,P05655,0
DB00171,P68400,1
DB00206,P54619,0
DB00186,P48169,1
DB08092,P46734,0
DB06994,P27487,1
DB08463,Q99527,0
DB07552,P06010,1
DB07149,Q86YZ3,0
DB09285,P35354,1
DB02987,O60760,0
DB02962,Q05603,1
DB00328,A0A0H2XJ39,0
DB04723,P15086,1
DB04875,P50213,0
DB14533,P07358,1
DB03026,Q9ZK53,0
DB08070,P17612,1
DB08048,Q16719,0
DB07844,P00742,1
DB03936,P50281,0
DB07683,P39900,1
DB00276,Q08426,0
DB01074,Q12809,1
DB02804,Q9AGP8,0
DB00939,P23219,1
DB02473,P62829,0
DB05129,P11387,1
DB03928,Q18BX5,0
DB03141,Q8Q3H0,1
DB09201,Q59HE2,0
DB00456,P15555,1
DB04190,Q9UNQ0,0
DB02057,P42262,1
DB02683,Q6PI48,0
DB00572,P43681,1
DB02963,Q44048,0
DB08461,P10275,1
DB03950,P0AC44,0
DB07681,P06276,1
DB07293,Q14749,0
DB08406,P00374,1
DB03471,P39023,0
DB11638,P20035,1
DB07513,O60706,0
DB05932,P17948,1
DB04297,P49336,0
DB03461,P04035,1
DB02557,O75460,0
DB08865,Q9UM73,1
DB01837,P56937,0
DB08632,P68871,1
DB00747,P86287,0
DB04821,Q01959,1
DB00138,Q55793,0
DB00421,O75469,1
DB01942,P00132,0
DB07975,Q02127,1
DB01599,Q05581,0
DB03478,Q9NXA8,1
DB03496,P00646,0
DB01355,P14867,1
DB07574,Q873X9,0
DB00925,P08913,1
DB02643,P75792,0
DB00151,P48506,1
DB08020,P04118,0
DB00273,P39086,1
DB02656,O14949,0
DB00241,P18505,1
DB01171,P19711,0
DB00599,P31644,1
DB08140,O60779,0
DB04317,P00864,1
DB11858,P12081,0
DB07722,Q88016,1
DB03032,P13674,0
DB01593,P01019,1
DB11827,B4YQT9,0
DB00909,P23280,1
DB04607,P13650,0
DB00996,Q13224,1
DB07258,Q79FX6,0
DB09204,P35368,1
DB06144,P46663,0
DB08435,P37231,1
DB08662,P52758,0
DB00689,A0A1Q8GFY7,1
DB02934,P19624,0
DB02379,P13507,1
DB02463,P63092,0
DB01883,P15917,1
DB02093,Q5HEB7,0
DB08918,P23975,1
DB03140,P46883,0
DB01051,P0A0K8,1
DB04249,P09152,0
DB01593,P02652,1
DB01954,P52026,0
DB03429,P12235,1
DB07661,P18843,0
DB01388,Q01668,1
DB03904,P37062,0
DB01235,P14416,1
DB04342,O00764,0
DB04371,P00918,1
DB02024,Q8SPQ9,0
DB00818,P78334,1
DB07669,P05451,0
DB07107,P17612,1
DB07905,Q9HTQ2,0
DB08074,P24182,1
DB00348,P41146,0
DB04511,Q44244,1
DB00392,P32754,0
DB09061,P37231,1
DB00469,P26393,0
DB01069,P08172,1
DB01594,Q70AC7,0
DB01050,P31151,1
DB06787,P48736,0
DB04447,P32427,1
DB00175,P02794,0
DB04272,Q7CL96,1
DB07336,P0AFI7,0
DB04013,P11217,1
DB02948,Q9HAN9,0
DB01107,P18505,1
DB08441,P10909,0
DB04530,Q99418,1
DB04734,P31012,0
DB02032,P12821,1
DB03948,P15474,0
DB06680,P06401,1
DB04782,Q836J0,0
DB09089,Q9NPA1,1
DB04172,O90777,0
DB08245,Q38087,1
DB07743,P35558,0
DB02831,P0AG82,1
DB08257,O15217,0
DB02457,P07098,1
DB03159,Q92793,0
DB04147,Q3J1A5,1
DB06061,Q9Y2J8,0
DB07231,P07858,1
DB02932,P24385,0
DB04930,P03372,1
DB08649,P26663,0
DB01221,P14416,1
DB04066,O00217,0
DB04622,O00408,0
DB00568,Q13698,1
DB02857,P02766,0
DB13944,P03372,1
DB00269,P10415,0
DB00306,P31644,1
DB00810,Q07785,0
DB01331,P24228,1
DB06834,P30086,0
DB03881,P00491,1
DB06750,P21964,0
DB01403,P08172,1
DB04433,P27958,0
DB00255,O75469,1
DB04306,P72524,0
DB06595,P17252,1
DB04860,P80377,0
DB02209,P11926,1
DB03084,P31946,0
DB02379,P19571,1
DB00304,Q7Z4W1,0
DB00852,P18847,1
DB09297,P0A953,0
DB12010,Q15746,1
DB01536,Q9BXA1,0
DB01841,Q60053,1
DB09018,P99999,0
DB01395,P06401,1
DB03603,P17584,0
DB08085,P10828,1
DB08533,Q99571,0
DB09195,P08913,1
DB01645,P08100,0
DB00479,P0A7S3,1
DB04168,P35557,0
DB04007,P9WNX1,1
DB00871,Q16099,0
DB07193,P27487,1
DB13165,P0A094,0
DB08369,P20813,1
DB07651,Q5EK40,0
DB00825,O75762,1
DB08164,P29317,0
DB01062,P08172,1
DB06852,P02671,0
DB03749,P07900,1
DB07910,Q9NPJ3,0
DB06738,Q13224,1
DB03091,P28070,0
DB13873,O43923,1
DB08908,P00918,0
DB00721,P46098,1
DB07143,P80357,0
DB08756,P17612,1
DB08484,P42263,0
DB01244,P05023,1
DB07702,Q16760,0
DB08569,P17612,1
DB01044,P14927,0
DB00205,P07686,1
DB03246,O67854,0
DB08279,P26663,1
DB07895,Q07982,0
DB00555,P28223,1
DB04170,Q60037,0
DB00694,P11388,1
DB06750,P06716,0
DB00134,Q9UBK8,1
DB02761,Q8WVQ1,0
DB07797,P04585,1
DB01734,P80372,0
DB02431,Q7SIB1,1
DB03155,O15460,0
DB03754,Q96FI4,1
DB07574,P9WNX3,0
DB01708,O15399,1
DB08732,O60942,0
DB00408,P28566,1
DB01483,P07254,0
DB00641,P20701,1
DB02872,Q9UQB9,0
DB00306,P78334,1
DB09041,Q14520,0
DB06858,P00734,1
DB04350,P30520,0
DB03814,O68601,1
DB07024,P48728,0
DB11093,Q75N90,1
DB04681,Q9WYA5,0
DB04464,P0CG48,1
DB07288,P48507,0
DB03530,P18357,1
DB03363,Q8IVH4,0
DB01021,P22748,1
DB04682,O00555,0
DB00757,P46098,1
DB01065,Q8WU03,0
DB00795,P24557,1
DB01747,Q13464,0
DB11619,P06401,1
DB08377,P04390,0
DB01452,P41145,1
DB07543,P07288,0
DB14487,P81605,1
DB04054,P12823,0
DB04498,P44801,1
DB12319,Q5JTZ9,0
DB02548,P06744,1
DB08355,Q9C098,0
DB01059,P11388,1
DB00220,Q16836,0
DB00797,P08913,1
DB05009,Q08345,0
DB00200,P22033,1
DB06210,P39304,0
DB02999,Q13002,1
DB02706,O75493,0
DB12695,P61604,1
DB08177,P37321,0
DB01161,Q9GZZ6,1
DB01948,Q59961,0
DB08185,P80371,1
DB02773,P62669,0
DB03397,P09147,1
DB04563,P21912,0
DB04133,P00807,1
DB08310,P63244,0
DB03211,P22513,1
DB02491,Q25634,0
DB00540,P18089,1
DB00534,Q12965,0
DB04198,Q27796,1
DB02616,P49411,0
DB11638,Q8IDD3,1
DB04743,Q9F6D4,0
DB12107,Q9X757,1
DB02109,P18545,0
DB05492,P25100,1
DB00547,P00381,0
DB01972,O76074,1
DB02336,P29208,0
DB02930,P42443,1
DB03660,Q05901,0
DB12010,Q9UL54,1
DB00887,O60658,0
DB01280,P09884,1
DB07855,P54965,0
DB04330,P04015,1
DB07312,Q9X0F9,0
DB00270,Q13936,1
DB01427,Q37875,0
DB02676,Q08499,1
DB03974,P56282,0
DB01588,P31644,1
DB08202,Q99720,0
DB09130,P35908,1
DB08732,P35625,0
DB01244,P54750,1
DB01048,Q9AIU0,0
DB04267,P9WP23,1
DB08801,Q6DT37,0
DB14543,P80365,1
DB11632,P60981,0
DB03495,P04746,1
DB01081,P11759,0
DB02482,P53778,1
DB08672,Q14624,0
DB00306,Q9UN88,1
DB02495,Q59GM9,0
DB04447,P00352,1
DB01893,P00352,0
DB01418,Q9BQB6,1
DB08098,O31156,0
DB03541,P0A884,1
DB03489,P52758,0
DB08964,P43116,1
DB02418,P24462,0
DB01942,P0A733,1
DB03128,O07732,0
DB02515,P05062,1
DB08352,O60488,0
DB11638,Q8IDQ9,1
DB04683,O43447,0
DB00599,P47869,1
DB07410,Q6UWP2,0
DB00898,P23416,1
DB03353,Q99759,0
DB03951,P46926,1
DB08073,Q16772,0
DB01839,P00488,1
DB01418,P06010,0
DB11638,Q8ILK3,1
DB09296,Q9UEW3,0
DB08019,P29475,1
DB06750,Q9WXV1,0
DB03566,P07550,1
DB06641,Q96EB6,0
DB01365,P35368,1
DB07037,Q9Y2J8,0
DB09069,P09110,1
DB03881,P77398,0
DB00881,P12821,1
DB08458,P0AES2,0
DB00422,P23975,1
DB08094,P11473,0
DB03147,P27338,1
DB03542,P62617,0
DB07409,P60472,1
DB09460,Q9UDR5,0
DB03814,P20932,1
DB02685,P81180,0
DB00128,P45381,1
DB01177,C6KSR5,0
DB03995,P0AEX9,1
DB00252,Q9UHW9,0
DB01727,P08200,1
DB03060,Q12756,0
DB02069,P00918,1
DB04512,P16100,0
DB00753,P43681,1
DB07993,P12429,0
DB00143,O75715,1
DB08137,P26662,0
DB03088,P04745,1
DB08463,Q6IA69,0
DB09089,O95180,1
DB07926,Q8IUZ5,0
DB00408,Q9H3N8,1
DB01731,P38424,0
DB05607,P41595,1
DB01705,P02452,0
DB03932,P20701,1
DB04253,P22352,0
DB03590,P22188,1
DB04930,Q8RLY5,0
DB08668,P0AE18,1
DB07993,P0A6V8,0
DB03615,P07237,1
DB00298,Q8XJ01,0
DB02587,P63092,1
DB03256,Q9KVB4,0
DB03092,P04746,1
DB06990,Q9KKU4,0
DB01159,P31644,1
DB04590,P23921,0
DB00263,P0AC13,1
DB06875,Q00796,0
DB08511,P28720,1
DB07797,P69178,0
DB02681,P61024,1
DB08528,Q9RHZ6,0
DB01373,P08493,1
DB03921,Q9RP17,0
DB00537,P43700,1
DB14568,P28066,0
DB00659,P47869,1
DB01069,Q9NR63,0
DB01593,P00450,1
DB07157,O43252,0
DB00242,P31350,1
DB02354,Q03736,0
DB03899,P07900,1
DB03663,P35346,0
DB03228,P38489,1
DB06879,P32169,0
DB02325,P41407,1
DB02657,O14939,0
DB12965,P13640,1
DB02616,Q8I3T9,0
DB07424,A9JQL9,1
DB00655,Q81L49,0
DB12010,P27448,1
DB14641,P43490,0
DB00909,Q9P0X4,1
DB01171,Q27796,0
DB14543,P14060,1
DB01399,Q9UQF2,0
DB00171,O43681,1
DB04137,P96945,0
DB01677,P83223,1
DB03636,Q8N8N7,0
DB00458,P35348,1
DB00121,P04004,0
DB11753,P0A8T7,1
DB08197,P77425,0
DB00355,P05193,1
DB09421,P62857,0
DB04224,Q9NZD2,1
DB07011,P05162,0
DB00264,P07550,1
DB09242,Q08698,0
DB07863,Q15596,1
DB00680,P9WP23,0
DB01236,P47870,1
DB11359,P15587,0
DB11638,Q8IE82,1
DB03837,P25021,0
DB08158,Q8AAK6,1
DB01623,P42262,0
DB00446,P0ADY7,1
DB00318,P0A827,0
DB01880,P16113,1
DB07692,Q8I3Z5,0
DB00292,Q16445,1
DB07939,P17802,0
DB00838,P04150,1
DB08613,O75676,0
DB01183,P16220,1
DB04417,P01768,0
DB01352,P42262,1
DB02373,P77425,0
DB03401,Q01082,1
DB01927,P21462,0
DB11638,Q07020,1
DB06859,P05230,0
DB08848,P48066,1
DB03358,P37957,0
DB01354,P14867,1
DB07266,P41743,0
DB00897,P78334,1
DB00321,Q9XBQ3,0
DB08248,P24941,1
DB06616,P61177,0
DB11275,P14416,1
DB04516,P45973,0
DB08236,O15144,1
DB07123,P00381,0
DB07931,Q04828,1
DB04672,D6R448,0
DB03408,P48637,1
DB00361,P30411,0
DB06148,P08913,1
DB07555,Q01959,0
DB01627,P0A7J6,1
DB02799,Q13224,0
DB04273,P11086,1
DB02949,Q9X4K7,0
DB14529,P00167,1
DB07078,P33261,0
DB00623,P28223,1
DB04908,Q96S37,0
DB07495,P07900,1
DB00665,Q01959,0
DB04859,P22303,1
DB07912,O94788,0
DB01708,P78334,1
DB02556,Q16773,1
DB02229,P31992,0
DB03814,P04424,1
DB00824,Q86YB8,0
DB00394,P04150,1
DB04254,P04278,0
DB07080,P28702,1
DB04494,P29768,0
DB01159,Q12791,1
DB03961,P11309,0
DB04277,O35000,1
DB03661,P11274,0
DB02024,Q75WK2,1
DB02001,Q96GD3,0
DB02022,P55882,1
DB00843,P08648,0
DB03890,Q9UNI1,1
DB07054,Q81JF8,0
DB02706,Q79MP6,1
DB00430,P0AA43,0
DB08293,P08238,1
DB11753,Q6NXR0,0
DB03566,P0AFK9,1
DB02860,P43813,0
DB01593,P09871,1
DB14185,P28223,1
DB00973,O53240,0
DB01135,Q15822,1
DB05478,O14958,0
DB08185,Q5SHQ5,1
DB07450,P78330,0
DB04147,P69856,1
DB08692,O14672,0
DB11638,P09382,1
DB02355,P35869,0
DB01068,Q99928,1
DB02735,P49448,0
DB08838,Q00975,1
DB08899,P0C188,0
DB00869,P00918,1
DB08628,Q01581,0
DB04315,Q01698,1
DB07621,P42126,0
DB04261,P00808,1
DB02998,Q46704,0
DB00126,Q02809,1
DB04126,P05100,0
DB01948,Q16539,1
DB03207,P16304,0
DB05015,Q96DB2,1
DB03868,P25098,0
DB00854,P35372,1
DB04752,Q6ZMR3,0
DB03414,Q16706,1
DB00269,P18846,0
DB02709,P16050,1
DB00574,Q9Y4I5,0
DB00568,P35367,1
DB01800,P0AER0,0
DB08680,P04585,1
DB07906,P05305,0
DB07415,P56817,1
DB08742,P06820,0
DB09231,Q02641,1
DB05339,P08243,0
DB03721,P11226,1
DB07870,Q8TCT1,0
DB00907,Q01959,1
DB06978,Q6PHR2,0
DB04036,P26440,1
DB04852,P04156,0
DB03127,P68400,1
DB04002,Q12874,0
DB01691,P0AEK4,1
DB07451,O52806,0
DB00471,P09917,1
DB08338,Q86DI9,0
DB08838,Q9Y2I1,1
DB09120,Q14353,0
DB04552,P35354,1
DB04416,O15304,0
DB04799,P22695,1
DB04917,P31491,0
DB08844,P06737,1
DB02757,P05020,0
DB03255,P00720,1
DB14058,P53609,0
DB00485,Q8DNB6,1
DB07730,O43526,0
DB00151,Q9BZV2,1
DB01711,P09525,0
DB03499,P9WK17,1
DB08537,O14949,0
DB00350,P23219,1
DB07859,Q9WZ57,0
DB01352,Q16445,1
DB13940,P80365,0
DB02759,P61626,1
DB08052,Q8WU03,0
DB13146,Q8TCU5,1
DB07349,P10809,0
DB01645,P31749,1
DB08747,Q15102,0
DB04010,P09874,1
DB03202,Q9X0F9,0
DB02172,P12070,1
DB00799,P17812,0
DB01033,P20839,1
DB08397,P00943,0
DB02119,P56740,1
DB03495,Q6PKH6,0
DB03147,Q96RQ9,1
DB01245,P39377,0
DB03247,P16435,1
DB07773,Q9Y4U1,0
DB01717,P84139,1
DB08239,O95298,0
DB00490,P14416,1
DB08438,P29803,0
DB01043,P14416,1
DB03523,P00437,0
DB01872,Q46079,1
DB07964,Q9P2N6,0
DB09118,P28472,1
DB02709,Q53119,0
DB02857,Q5SID9,1
DB12598,P61278,0
DB03814,P76270,1
DB03813,Q14624,0
DB00555,P11229,1
DB02602,P09769,0
DB11148,P54289,1
DB07223,P52209,0
DB07211,P00742,1
DB02561,Q8I3Z5,0
DB08231,P15151,1
DB04221,P62316,0
DB09472,P00915,1
DB01978,P36873,0
DB01016,O95342,1
DB01238,P11926,0
DB14487,P06396,1
DB07952,P83795,0
DB01244,Q01064,1
DB08682,Q16873,0
DB06436,P35968,1
DB01853,Q9RME2,0
DB04320,P51698,1
DB04735,Q14680,0
DB06083,P05231,1
DB07928,Q13470,0
DB13956,P62508,1
DB03157,Q746J6,0
DB07501,P24941,1
DB04051,P27824,0
DB00589,P21728,1
DB06836,P00751,0
DB12010,Q8IU85,1
DB04418,Q96L21,0
DB08609,Q15119,1
DB03098,P13929,0
DB04417,P19961,1
DB06217,P01138,0
DB00157,O00483,1
DB03075,P14923,0
DB00128,Q9UJS0,1
DB00166,P83453,0
DB08922,P21917,1
DB02730,P17117,0
DB00734,P28223,1
DB01646,Q7SIG1,0
DB01244,Q12809,1
DB08555,P35408,0
DB03669,P00720,1
DB03549,P07355,0
DB00118,Q8N1G2,1
DB00696,P29622,0
DB02196,Q9UBQ6,1
DB06787,Q14520,0
DB01127,P10613,1
DB00202,P13929,0
DB00157,O60701,1
DB01229,Q02641,0
DB00847,P61278,1
DB01283,Q9HBH9,0
DB07305,P0AE18,1
DB07587,P15692,0
DB09231,Q9P0X4,1
DB03100,P31749,0
DB03909,P15925,1
DB14072,P08729,0
DB09296,Q5L478,1
DB02967,Q6DT37,0
DB04045,Q8GBW6,1
DB09227,P0AF14,0
DB08227,P0AEX9,1
DB07087,Q86SZ2,0
DB06486,Q96GD4,1
DB03401,P09038,0
DB13166,P12821,1
DB00327,Q96RE1,0
DB01028,P47870,1
DB05171,L0LZJ6,0
DB05327,P15121,1
DB07157,Q6TME4,0
DB02948,P45568,1
DB05212,P0AE18,0
DB09013,P07550,1
DB11937,Q5VZ30,0
DB01576,Q05940,1
DB01032,P82543,0
DB02883,P0A6I0,1
DB07027,Q99835,0
DB04795,P23141,1
DB02983,P55792,0
DB02270,P58758,1
DB02989,O96013,0
DB06934,P00720,1
DB03051,P00147,0
DB02820,Q99714,1
DB07855,P45954,0
DB00704,P41145,1
DB05864,Q9BXJ7,0
DB00421,P06401,1
DB02647,P0AEX9,0
DB09526,P14679,1
DB11901,P00395,0
DB02379,P10844,1
DB09130,P0AE22,0
DB12010,P54762,1
DB01564,Q51990,0
DB00851,P52209,1
DB07243,P03176,0
DB00313,Q07869,1
DB01127,P05653,0
DB00143,O60760,1
DB07582,P31639,0
DB00683,A8MPY1,1
DB02522,Q5LRQ9,0
DB07956,Q9UNI1,1
DB04599,Q02880,0
DB01088,P00750,1
DB06917,P52569,0
DB00939,O43525,1
DB03070,P09250,0
DB00687,P04150,1
DB07815,Q9UHI7,0
DB08185,P80376,1
DB08542,P08922,0
DB06538,P08908,1
DB03408,O25926,0
DB00114,Q8N5Z0,1
DB09333,O25608,0
